id,cluster
FKID095337,0
FKID095338,0
FKID095339,0
FKID095340,0
FKID095341,0
FKID095349,0
FKID095350,0
FKID095351,6
FKID095352,0
FKID095354,2
FKID095359,-1
FKID095360,-1
FKID095367,-1
FKID095369,-1
FKID095372,2
FKID095374,-1
FKID095382,-1
FKID095384,-1
FKID095385,-1
FKID095387,0
FKID095389,-1
FKID095390,6
FKID095398,-1
FKID095399,-1
FKID095400,-1
FKID095401,6
FKID095406,-1
FKID095407,-1
FKID095408,-1
FKID095409,-1
FKID095410,-1
FKID095411,-1
FKID095412,-1
FKID095415,6
FKID095416,-1
FKID095417,6
FKID095418,2
FKID095420,-1
FKID095421,-1
FKID095422,-1
FKID095423,-1
FKID095424,6
FKID095425,6
FKID095427,6
FKID095428,6
FKID095429,-1
FKID095430,-1
FKID095431,-1
FKID095433,0
FKID095438,0
FKID095444,0
FKID095446,-1
FKID095448,2
FKID095449,6
FKID095450,6
FKID095451,-1
FKID095452,6
FKID095455,6
FKID095456,-1
FKID095475,-1
FKID095478,-1
FKID095479,-1
FKID095485,-1
FKID095487,-1
FKID095489,0
FKID095490,2
FKID095491,-1
FKID095492,-1
FKID095493,-1
FKID095494,-1
FKID095495,-1
FKID095496,-1
FKID095497,-1
FKID095498,-1
FKID095499,-1
FKID095500,-1
FKID095501,-1
FKID095502,-1
FKID095503,-1
FKID095504,0
FKID095505,0
FKID095506,0
FKID095507,0
FKID095508,0
FKID095510,-1
FKID095512,2
FKID095513,2
FKID095514,2
FKID095515,-1
FKID095516,2
FKID095517,2
FKID095518,-1
FKID095519,-1
FKID095520,-1
FKID095521,2
FKID095522,-1
FKID095524,2
FKID095525,-1
FKID095526,-1
FKID095527,2
FKID095528,-1
FKID095530,-1
FKID095532,5
FKID095533,2
FKID095534,5
FKID095535,0
FKID095536,0
FKID095537,0
FKID095540,2
FKID095542,2
FKID095543,-1
FKID095545,2
FKID095548,-1
FKID095551,-1
FKID095557,-1
FKID095559,-1
FKID095562,-1
FKID095563,-1
FKID095567,-1
FKID095568,-1
FKID095569,-1
FKID095570,-1
FKID095571,-1
FKID095573,5
FKID095574,-1
FKID095575,-1
FKID095581,-1
FKID095582,-1
FKID095583,-1
FKID095584,-1
FKID095591,5
FKID095592,-1
FKID095593,5
FKID095594,-1
FKID095596,-1
FKID095598,-1
FKID095602,-1
FKID095603,-1
FKID095604,-1
FKID095605,2
FKID095606,2
FKID095607,2
FKID095608,-1
FKID095609,-1
FKID095610,-1
FKID095613,2
FKID095614,2
FKID095615,2
FKID095616,-1
FKID095617,-1
FKID095618,2
FKID095619,5
FKID095620,2
FKID095624,2
FKID095625,2
FKID095626,2
FKID095627,2
FKID095628,-1
FKID095629,2
FKID095631,2
FKID095632,2
FKID095633,2
FKID095648,2
FKID095650,2
FKID095652,2
FKID095653,2
FKID095655,-1
FKID095656,2
FKID095658,2
FKID095660,2
FKID095661,2
FKID095662,2
FKID095663,0
FKID095664,-1
FKID095669,2
FKID095670,-1
FKID095671,2
FKID095672,1
FKID095673,2
FKID095674,2
FKID095675,2
FKID095678,2
FKID095679,2
FKID095680,2
FKID095681,2
FKID095682,-1
FKID095683,-1
FKID095684,-1
FKID095685,-1
FKID095686,-1
FKID095687,-1
FKID095688,-1
FKID095690,-1
FKID095692,-1
FKID095695,-1
FKID095696,-1
FKID095697,-1
FKID095698,-1
FKID095700,-1
FKID095719,-1
FKID095720,-1
FKID095721,-1
FKID095722,-1
FKID095723,-1
FKID095725,2
FKID095726,2
FKID095733,2
FKID095734,2
FKID095735,2
FKID095736,2
FKID095737,2
FKID095738,-1
FKID095739,-1
FKID095740,2
FKID095741,-1
FKID095742,-1
FKID095743,-1
FKID095744,-1
FKID095745,-1
FKID095746,-1
FKID095747,2
FKID095749,2
FKID095750,2
FKID095751,2
FKID095752,2
FKID095753,2
FKID095754,-1
FKID095755,-1
FKID095757,-1
FKID095759,2
FKID095760,2
FKID095761,2
FKID095762,2
FKID095763,2
FKID095764,2
FKID095765,2
FKID095766,-1
FKID095767,-1
FKID095768,-1
FKID095769,-1
FKID095774,-1
FKID095775,2
FKID095778,-1
FKID095779,-1
FKID095780,-1
FKID095781,-1
FKID095782,-1
FKID095783,-1
FKID095784,-1
FKID095785,-1
FKID095786,-1
FKID095787,-1
FKID095788,-1
FKID095789,-1
FKID095790,2
FKID095791,2
FKID095792,2
FKID095793,2
FKID095794,2
FKID095799,3
FKID095800,-1
FKID095801,5
FKID095802,-1
FKID095803,-1
FKID095807,-1
FKID095808,1
FKID095819,-1
FKID095822,1
FKID095823,1
FKID095826,-1
FKID095827,-1
FKID095831,-1
FKID095834,-1
FKID095838,-1
FKID095840,-1
FKID095841,-1
FKID095842,-1
FKID095843,-1
FKID095845,-1
FKID095846,-1
FKID095848,-1
FKID095849,-1
FKID095853,-1
FKID095854,-1
FKID095855,-1
FKID095859,-1
FKID095860,-1
FKID095877,6
FKID095878,-1
FKID095879,-1
FKID095882,5
FKID095883,-1
FKID095895,-1
FKID095897,2
FKID095898,-1
FKID095900,6
FKID095901,6
FKID095902,5
FKID095904,6
FKID095906,5
FKID095909,5
FKID095915,-1
FKID095917,2
FKID095919,2
FKID095920,6
FKID095923,-1
FKID095926,-1
FKID095928,2
FKID095931,-1
FKID095932,2
FKID095933,2
FKID095936,2
FKID095939,5
FKID095941,-1
FKID095943,-1
FKID095944,-1
FKID095946,-1
FKID095947,6
FKID095950,-1
FKID095956,2
FKID095958,-1
FKID095959,-1
FKID095960,2
FKID095961,2
FKID095962,2
FKID095963,-1
FKID095964,6
FKID095966,-1
FKID095967,2
FKID095968,-1
FKID095970,-1
FKID095971,2
FKID095972,2
FKID095973,2
FKID095976,2
FKID095977,2
FKID095978,2
FKID095979,2
FKID095980,2
FKID095981,2
FKID095982,-1
FKID095983,2
FKID095985,-1
FKID095987,6
FKID095988,-1
FKID095989,-1
FKID095990,7
FKID095991,-1
FKID095994,-1
FKID095995,-1
FKID095996,3
FKID095997,6
FKID095998,7
FKID095999,2
FKID096000,2
FKID096002,2
FKID096006,2
FKID096007,2
FKID096009,2
FKID096014,2
FKID096017,6
FKID096019,-1
FKID096020,-1
FKID096024,-1
FKID096025,-1
FKID096026,6
FKID096030,5
FKID096033,2
FKID096037,-1
FKID096038,-1
FKID096039,2
FKID096040,-1
FKID096041,-1
FKID096043,2
FKID096047,-1
FKID096050,-1
FKID096051,6
FKID096052,-1
FKID096055,-1
FKID096058,-1
FKID096061,-1
FKID096067,2
FKID096068,2
FKID096069,2
FKID096070,2
FKID096071,-1
FKID096073,-1
FKID096074,-1
FKID096075,-1
FKID096076,-1
FKID096077,-1
FKID096079,2
FKID096080,2
FKID096082,-1
FKID096084,-1
FKID096085,6
FKID096086,2
FKID096093,2
FKID096100,2
FKID096104,6
FKID096110,-1
FKID096117,2
FKID096118,0
FKID096119,-1
FKID096120,-1
FKID096121,-1
FKID096122,-1
FKID096123,-1
FKID096124,-1
FKID096125,-1
FKID096126,-1
FKID096131,-1
FKID096132,-1
FKID096133,-1
FKID096143,-1
FKID096152,-1
FKID096156,-1
FKID096157,-1
FKID096158,-1
FKID096161,-1
FKID096164,-1
FKID096168,6
FKID096169,-1
FKID096170,-1
FKID096173,2
FKID096174,2
FKID096175,2
FKID096176,-1
FKID096177,-1
FKID096181,-1
FKID096182,-1
FKID096184,-1
FKID096185,-1
FKID096186,-1
FKID096187,-1
FKID096188,-1
FKID096189,-1
FKID096191,-1
FKID096192,-1
FKID096193,-1
FKID096197,-1
FKID096198,-1
FKID096200,-1
FKID096201,-1
FKID096204,-1
FKID096206,-1
FKID096207,-1
FKID096208,-1
FKID096209,-1
FKID096211,-1
FKID096212,-1
FKID096213,-1
FKID096214,-1
FKID096215,-1
FKID096216,-1
FKID096217,-1
FKID096219,-1
FKID096220,-1
FKID096221,6
FKID096225,-1
FKID096226,-1
FKID096233,-1
FKID096234,-1
FKID096241,2
FKID096242,2
FKID096247,7
FKID096248,2
FKID096249,2
FKID096251,2
FKID096253,2
FKID096254,-1
FKID096255,2
FKID096256,2
FKID096257,2
FKID096258,2
FKID096262,-1
FKID096264,6
FKID096266,2
FKID096267,2
FKID096269,2
FKID096277,0
FKID096278,2
FKID096279,2
FKID096280,2
FKID096281,2
FKID096282,-1
FKID096283,2
FKID096284,2
FKID096285,2
FKID096286,2
FKID096287,2
FKID096288,2
FKID096289,2
FKID096290,2
FKID096291,2
FKID096292,2
FKID096293,2
FKID096294,-1
FKID096296,6
FKID096297,-1
FKID096299,-1
FKID096300,-1
FKID096302,3
FKID096303,-1
FKID096304,-1
FKID096305,-1
FKID096306,-1
FKID096307,-1
FKID096308,-1
FKID096313,-1
FKID096320,-1
FKID096321,2
FKID096322,-1
FKID096323,7
FKID096324,-1
FKID096325,-1
FKID096326,2
FKID096327,6
FKID096329,-1
FKID096330,-1
FKID096331,-1
FKID096332,-1
FKID096334,-1
FKID096335,-1
FKID096336,2
FKID096339,2
FKID096342,5
FKID096343,2
FKID096344,2
FKID096345,2
FKID096347,2
FKID096350,2
FKID096351,6
FKID096356,-1
FKID096358,2
FKID096359,2
FKID096360,2
FKID096361,2
FKID096363,2
FKID096364,2
FKID096366,-1
FKID096367,2
FKID096368,2
FKID096369,2
FKID096370,2
FKID096371,2
FKID096372,2
FKID096373,2
FKID096374,2
FKID096388,-1
FKID096389,-1
FKID096390,7
FKID096391,7
FKID096398,0
FKID096419,2
FKID096421,2
FKID096422,2
FKID096423,2
FKID096424,2
FKID096425,2
FKID096426,2
FKID096433,2
FKID096434,-1
FKID096438,6
FKID096439,5
FKID096441,-1
FKID096443,-1
FKID096444,-1
FKID096445,-1
FKID096446,-1
FKID096447,-1
FKID096448,-1
FKID096449,-1
FKID096450,-1
FKID096456,2
FKID096457,6
FKID096460,2
FKID096461,5
FKID096462,6
FKID096463,-1
FKID096468,2
FKID096469,-1
FKID096473,-1
FKID096476,-1
FKID096478,2
FKID096480,2
FKID096482,-1
FKID096483,2
FKID096484,2
FKID096486,-1
FKID096487,-1
FKID096488,-1
FKID096491,5
FKID096492,5
FKID096493,-1
FKID096494,-1
FKID096497,-1
FKID096498,5
FKID096499,5
FKID096501,-1
FKID096502,6
FKID096503,-1
FKID096504,-1
FKID096505,-1
FKID096506,-1
FKID096507,-1
FKID096508,-1
FKID096509,-1
FKID096510,0
FKID096511,0
FKID096512,0
FKID096514,-1
FKID096515,-1
FKID096518,-1
FKID096519,2
FKID096520,2
FKID096522,2
FKID096523,2
FKID096524,2
FKID096527,2
FKID096528,2
FKID096529,2
FKID096531,2
FKID096532,2
FKID096533,2
FKID096534,2
FKID096535,2
FKID096536,2
FKID096540,6
FKID096542,2
FKID096543,2
FKID096548,2
FKID096549,2
FKID096551,-1
FKID096552,2
FKID096557,-1
FKID096558,-1
FKID096560,-1
FKID096562,-1
FKID096563,2
FKID096564,-1
FKID096566,6
FKID096568,-1
FKID096569,-1
FKID096570,-1
FKID096573,-1
FKID096574,-1
FKID096575,5
FKID096576,-1
FKID096577,-1
FKID096578,-1
FKID096579,-1
FKID096580,-1
FKID096581,-1
FKID096583,-1
FKID096585,-1
FKID096586,0
FKID096587,0
FKID096589,2
FKID096591,0
FKID096596,-1
FKID096602,2
FKID096603,2
FKID096605,2
FKID096610,-1
FKID096611,-1
FKID096613,-1
FKID096616,0
FKID096618,-1
FKID096619,-1
FKID096620,0
FKID096621,2
FKID096622,0
FKID096623,2
FKID096624,-1
FKID096627,2
FKID096629,7
FKID096630,2
FKID096631,-1
FKID096632,-1
FKID096633,-1
FKID096634,7
FKID096635,2
FKID096636,-1
FKID096637,7
FKID096638,2
FKID096643,-1
FKID096644,-1
FKID096645,-1
FKID096646,-1
FKID096649,-1
FKID096650,-1
FKID096652,-1
FKID096653,7
FKID096654,-1
FKID096655,-1
FKID096656,-1
FKID096657,-1
FKID096659,7
FKID096660,-1
FKID096661,0
FKID096662,7
FKID096663,7
FKID096665,7
FKID096666,2
FKID096667,0
FKID096669,2
FKID096670,7
FKID096686,2
FKID096687,7
FKID096691,2
FKID096692,2
FKID096694,2
FKID096696,-1
FKID096697,-1
FKID096700,-1
FKID096701,4
FKID096704,-1
FKID096707,-1
FKID096712,7
FKID096713,-1
FKID096716,4
FKID096717,7
FKID096720,-1
FKID096721,6
FKID096722,6
FKID096724,-1
FKID096725,6
FKID096726,4
FKID096729,7
FKID096730,2
FKID096734,7
FKID096739,-1
FKID096745,2
FKID096746,5
FKID096747,7
FKID096748,6
FKID096749,7
FKID096752,-1
FKID096753,2
FKID096754,5
FKID096756,-1
FKID096761,5
FKID096772,-1
FKID096773,-1
FKID096780,-1
FKID096785,-1
FKID096788,-1
FKID096790,-1
FKID096795,-1
FKID096796,-1
FKID096797,-1
FKID096798,-1
FKID096809,-1
FKID096810,-1
FKID096813,6
FKID096815,6
FKID096825,2
FKID096841,-1
FKID096843,4
FKID096845,4
FKID096858,-1
FKID096859,-1
FKID096860,-1
FKID096861,-1
FKID096866,-1
FKID096869,-1
FKID096872,-1
FKID096876,-1
FKID096886,2
FKID096887,-1
FKID096896,-1
FKID096897,-1
FKID096899,2
FKID096908,-1
FKID096909,-1
FKID096917,2
FKID096919,-1
FKID096938,-1
FKID096944,-1
FKID096962,-1
FKID096972,-1
FKID096987,7
FKID096988,7
FKID096989,-1
FKID096990,7
FKID096991,7
FKID097012,-1
FKID097027,-1
FKID097030,-1
FKID097031,-1
FKID097032,-1
FKID097035,-1
FKID097038,-1
FKID097041,-1
FKID097045,-1
FKID097047,-1
FKID097048,-1
FKID097050,-1
FKID097051,-1
FKID097054,-1
FKID097056,-1
FKID097058,-1
FKID097059,-1
FKID097075,-1
FKID097080,-1
FKID097084,2
FKID097085,-1
FKID097086,-1
FKID097087,-1
FKID097088,-1
FKID097089,-1
FKID097092,-1
FKID097093,-1
FKID097100,-1
FKID097101,-1
FKID097102,-1
FKID097103,-1
FKID097104,6
FKID097105,-1
FKID097106,-1
FKID097107,-1
FKID097108,2
FKID097122,4
FKID097124,4
FKID097125,6
FKID097129,4
FKID097131,4
FKID097135,2
FKID097142,-1
FKID097143,-1
FKID097148,1
FKID097150,6
FKID097151,-1
FKID097152,-1
FKID097153,-1
FKID097154,-1
FKID097155,-1
FKID097156,-1
FKID097157,-1
FKID097160,7
FKID097161,7
FKID097167,2
FKID097169,6
FKID097171,4
FKID097176,-1
FKID097180,-1
FKID097184,-1
FKID097186,-1
FKID097187,-1
FKID097188,-1
FKID097195,-1
FKID097196,6
FKID097197,-1
FKID097198,-1
FKID097199,-1
FKID097200,-1
FKID097201,6
FKID097202,-1
FKID097203,-1
FKID097204,-1
FKID097205,-1
FKID097208,-1
FKID097209,-1
FKID097213,-1
FKID097215,-1
FKID097217,-1
FKID097218,-1
FKID097220,-1
FKID097222,-1
FKID097226,-1
FKID097228,2
FKID097229,-1
FKID097230,2
FKID097231,2
FKID097232,2
FKID097233,2
FKID097234,2
FKID097235,2
FKID097240,-1
FKID097246,-1
FKID097248,2
FKID097249,2
FKID097250,2
FKID097254,-1
FKID097255,-1
FKID097256,-1
FKID097257,-1
FKID097258,-1
FKID097259,-1
FKID097261,2
FKID097262,-1
FKID097263,-1
FKID097265,-1
FKID097267,-1
FKID097268,-1
FKID097269,-1
FKID097270,-1
FKID097271,-1
FKID097274,-1
FKID097275,2
FKID097276,2
FKID097277,2
FKID097288,0
FKID097289,0
FKID097290,0
FKID097291,0
FKID097292,0
FKID097293,0
FKID097294,0
FKID097295,0
FKID097296,0
FKID097297,-1
FKID097306,2
FKID097315,-1
FKID097319,-1
FKID097323,-1
FKID097324,5
FKID097325,-1
FKID097326,-1
FKID097327,-1
FKID097328,-1
FKID097330,-1
FKID097331,-1
FKID097332,-1
FKID097333,-1
FKID097334,-1
FKID097335,-1
FKID097345,-1
FKID097346,-1
FKID097347,-1
FKID097348,-1
FKID097349,-1
FKID097350,-1
FKID097351,-1
FKID097352,-1
FKID097353,-1
FKID097354,-1
FKID097365,-1
FKID097366,-1
FKID097367,-1
FKID097368,-1
FKID097369,-1
FKID097370,-1
FKID097372,-1
FKID097373,-1
FKID097374,-1
FKID097375,-1
FKID097376,-1
FKID097377,-1
FKID097379,-1
FKID097381,0
FKID097396,-1
FKID097397,-1
FKID097398,-1
FKID097399,-1
FKID097400,-1
FKID097401,-1
FKID097403,7
FKID097406,-1
FKID097412,-1
FKID097419,-1
FKID097422,-1
FKID097435,2
FKID097436,4
FKID097437,4
FKID097444,4
FKID097452,-1
FKID097453,-1
FKID097454,2
FKID097455,2
FKID097456,2
FKID097457,-1
FKID097458,3
FKID097469,-1
FKID097470,-1
FKID097471,-1
FKID097472,-1
FKID097473,-1
FKID097474,-1
FKID097475,-1
FKID097478,-1
FKID097479,-1
FKID097480,-1
FKID097481,-1
FKID097486,-1
FKID097487,-1
FKID097488,-1
FKID097489,-1
FKID097490,-1
FKID097491,-1
FKID097492,-1
FKID097493,-1
FKID097494,-1
FKID097495,-1
FKID097496,-1
FKID097502,0
FKID097503,2
FKID097504,2
FKID097505,-1
FKID097506,-1
FKID097507,-1
FKID097508,-1
FKID097509,-1
FKID097510,-1
FKID097511,-1
FKID097512,-1
FKID097513,-1
FKID097514,-1
FKID097515,-1
FKID097516,-1
FKID097517,-1
FKID097518,-1
FKID097519,2
FKID097520,-1
FKID097521,-1
FKID097522,-1
FKID097523,-1
FKID097524,-1
FKID097525,-1
FKID097527,-1
FKID097528,2
FKID097530,2
FKID097531,0
FKID097534,-1
FKID097538,-1
FKID097542,-1
FKID097545,-1
FKID097546,-1
FKID097547,-1
FKID097548,-1
FKID097549,-1
FKID097550,-1
FKID097551,-1
FKID097552,-1
FKID097553,-1
FKID097554,-1
FKID097556,-1
FKID097557,-1
FKID097561,-1
FKID097562,-1
FKID097564,-1
FKID097580,-1
FKID097581,-1
FKID097583,-1
FKID097586,-1
FKID097590,2
FKID097591,2
FKID097592,2
FKID097593,2
FKID097596,-1
FKID097597,3
FKID097598,3
FKID097599,-1
FKID097602,2
FKID097603,2
FKID097611,-1
FKID097612,-1
FKID097613,-1
FKID097615,-1
FKID097616,3
FKID097618,-1
FKID097619,-1
FKID097622,-1
FKID097623,-1
FKID097624,-1
FKID097625,0
FKID097626,-1
FKID097635,2
FKID097640,2
FKID097645,-1
FKID097650,-1
FKID097651,-1
FKID097652,-1
FKID097653,-1
FKID097654,-1
FKID097656,-1
FKID097657,-1
FKID097659,-1
FKID097660,-1
FKID097664,-1
FKID097677,2
FKID097678,2
FKID097679,2
FKID097680,2
FKID097681,2
FKID097682,2
FKID097683,2
FKID097692,2
FKID097693,2
FKID097694,2
FKID097695,2
FKID097696,2
FKID097697,2
FKID097698,2
FKID097699,2
FKID097700,2
FKID097701,2
FKID097702,3
FKID097703,2
FKID097704,2
FKID097710,-1
FKID097711,2
FKID097712,-1
FKID097713,2
FKID097714,2
FKID097715,2
FKID097716,2
FKID097717,2
FKID097718,2
FKID097719,2
FKID097720,2
FKID097721,2
FKID097722,2
FKID097723,-1
FKID097725,2
FKID097734,-1
FKID097735,-1
FKID097736,-1
FKID097737,-1
FKID097738,-1
FKID097739,-1
FKID097741,-1
FKID097742,-1
FKID097743,-1
FKID097745,-1
FKID097748,-1
FKID097749,2
FKID097750,2
FKID097751,2
FKID097752,2
FKID097756,2
FKID097758,-1
FKID097759,3
FKID097760,-1
FKID097762,2
FKID097763,2
FKID097764,2
FKID097768,-1
FKID097774,6
FKID097775,-1
FKID097776,-1
FKID097780,2
FKID097781,2
FKID097782,2
FKID097787,6
FKID097797,-1
FKID097798,-1
FKID097799,-1
FKID097800,-1
FKID097801,-1
FKID097804,-1
FKID097805,-1
FKID097821,3
FKID097834,-1
FKID097840,-1
FKID097851,-1
FKID097853,6
FKID097855,6
FKID097856,2
FKID097857,-1
FKID097858,0
FKID097859,0
FKID097863,0
FKID097864,2
FKID097865,0
FKID097866,0
FKID097867,2
FKID097868,0
FKID097870,0
FKID097871,0
FKID097873,0
FKID097876,-1
FKID097877,0
FKID097879,0
FKID097881,0
FKID097883,0
FKID097884,-1
FKID097886,-1
FKID097887,0
FKID097896,-1
FKID097899,-1
FKID097904,-1
FKID097911,-1
FKID097912,-1
FKID097913,6
FKID097914,6
FKID097915,6
FKID097917,6
FKID097918,6
FKID097919,-1
FKID097920,6
FKID097921,6
FKID097923,3
FKID097927,-1
FKID097928,7
FKID097930,2
FKID097931,-1
FKID097932,-1
FKID097933,-1
FKID097935,4
FKID097937,2
FKID097939,-1
FKID097940,-1
FKID097941,-1
FKID097942,-1
FKID097943,4
FKID097946,4
FKID097950,-1
FKID097952,3
FKID097954,3
FKID097955,0
FKID097958,4
FKID097960,4
FKID097966,-1
FKID097975,-1
FKID097977,-1
FKID097978,-1
FKID097980,-1
FKID097981,-1
FKID097983,0
FKID097984,-1
FKID097994,6
FKID098001,-1
FKID098002,-1
FKID098003,2
FKID098004,0
FKID098015,2
FKID098017,2
FKID098018,6
FKID098019,6
FKID098020,6
FKID098022,0
FKID098027,0
FKID098037,6
FKID098038,6
FKID098039,6
FKID098049,6
FKID098052,2
FKID098053,2
FKID098054,2
FKID098056,2
FKID098057,2
FKID098059,2
FKID098061,6
FKID098065,6
FKID098070,6
FKID098071,6
FKID098073,6
FKID098074,6
FKID098075,2
FKID098076,2
FKID098077,2
FKID098078,2
FKID098079,6
FKID098080,6
FKID098081,6
FKID098082,6
FKID098086,6
FKID098087,6
FKID098088,6
FKID098089,6
FKID098092,6
FKID098096,6
FKID098099,6
FKID098101,6
FKID098105,-1
FKID098106,-1
FKID098107,6
FKID098115,6
FKID098120,2
FKID098122,6
FKID098123,6
FKID098126,-1
FKID098127,-1
FKID098128,-1
FKID098129,-1
FKID098132,-1
FKID098133,2
FKID098134,2
FKID098135,2
FKID098136,2
FKID098137,2
FKID098138,2
FKID098145,6
FKID098147,3
FKID098149,3
FKID098152,0
FKID098153,-1
FKID098155,-1
FKID098156,-1
FKID098171,-1
FKID098172,-1
FKID098175,-1
FKID098176,7
FKID098188,-1
FKID098189,-1
FKID098190,0
FKID098191,2
FKID098195,5
FKID098196,5
FKID098197,5
FKID098198,5
FKID098199,5
FKID098200,5
FKID098201,5
FKID098204,5
FKID098207,2
FKID098208,2
FKID098209,2
FKID098210,2
FKID098211,2
FKID098212,2
FKID098213,2
FKID098214,2
FKID098215,2
FKID098223,4
FKID098224,-1
FKID098226,-1
FKID098228,1
FKID098229,-1
FKID098230,-1
FKID098231,-1
FKID098232,-1
FKID098233,-1
FKID098237,-1
FKID098238,-1
FKID098239,-1
FKID098240,-1
FKID098241,2
FKID098242,2
FKID098243,-1
FKID098245,-1
FKID098246,-1
FKID098247,-1
FKID098248,-1
FKID098249,-1
FKID098254,-1
FKID098255,-1
FKID098256,-1
FKID098257,-1
FKID098258,-1
FKID098259,-1
FKID098260,-1
FKID098262,-1
FKID098263,-1
FKID098270,-1
FKID098271,-1
FKID098272,-1
FKID098273,-1
FKID098274,-1
FKID098275,-1
FKID098276,-1
FKID098277,-1
FKID098278,-1
FKID098279,-1
FKID098280,-1
FKID098284,-1
FKID098285,-1
FKID098286,-1
FKID098290,-1
FKID098291,-1
FKID098292,-1
FKID098293,-1
FKID098294,-1
FKID098297,-1
FKID098300,2
FKID098301,2
FKID098302,2
FKID098303,-1
FKID098306,-1
FKID098307,2
FKID098308,-1
FKID098310,3
FKID098311,0
FKID098313,0
FKID098314,3
FKID098316,3
FKID098318,-1
FKID098321,3
FKID098323,3
FKID098324,3
FKID098325,3
FKID098326,3
FKID098329,-1
FKID098330,3
FKID098332,3
FKID098338,-1
FKID098341,2
FKID098342,-1
FKID098343,-1
FKID098344,-1
FKID098345,2
FKID098348,4
FKID098349,4
FKID098350,-1
FKID098352,-1
FKID098354,-1
FKID098355,-1
FKID098356,-1
FKID098357,-1
FKID098365,3
FKID098366,3
FKID098370,3
FKID098371,-1
FKID098372,3
FKID098373,3
FKID098374,-1
FKID098376,3
FKID098380,3
FKID098381,-1
FKID098382,7
FKID098383,7
FKID098384,7
FKID098385,7
FKID098386,-1
FKID098387,-1
FKID098388,-1
FKID098390,-1
FKID098391,-1
FKID098392,3
FKID098394,3
FKID098398,-1
FKID098399,-1
FKID098400,-1
FKID098401,2
FKID098402,2
FKID098403,-1
FKID098406,-1
FKID098407,-1
FKID098410,-1
FKID098412,-1
FKID098413,0
FKID098416,3
FKID098417,2
FKID098419,-1
FKID098420,3
FKID098421,-1
FKID098422,-1
FKID098423,3
FKID098424,3
FKID098425,2
FKID098426,3
FKID098427,-1
FKID098429,-1
FKID098432,7
FKID098433,7
FKID098434,7
FKID098435,-1
FKID098436,-1
FKID098437,3
FKID098438,7
FKID098439,2
FKID098440,-1
FKID098441,-1
FKID098448,-1
FKID098449,-1
FKID098450,-1
FKID098456,-1
FKID098457,3
FKID098458,3
FKID098473,3
FKID098478,-1
FKID098479,3
FKID098480,3
FKID098488,-1
FKID098489,-1
FKID098491,2
FKID098492,2
FKID098495,2
FKID098499,2
FKID098500,2
FKID098501,-1
FKID098502,-1
FKID098503,-1
FKID098504,-1
FKID098505,-1
FKID098506,-1
FKID098508,-1
FKID098509,-1
FKID098510,-1
FKID098511,-1
FKID098513,6
FKID098515,-1
FKID098518,2
FKID098519,2
FKID098520,2
FKID098521,2
FKID098525,-1
FKID098529,-1
FKID098530,-1
FKID098535,-1
FKID098540,-1
FKID098541,-1
FKID098545,-1
FKID098547,-1
FKID098549,-1
FKID098553,-1
FKID098554,-1
FKID098555,-1
FKID098568,0
FKID098571,2
FKID098572,2
FKID098574,2
FKID098575,0
FKID098576,6
FKID098580,-1
FKID098585,-1
FKID098586,-1
FKID098587,-1
FKID098588,5
FKID098589,5
FKID098590,5
FKID098591,5
FKID098597,6
FKID098598,6
FKID098599,7
FKID098601,6
FKID098602,-1
FKID098603,-1
FKID098604,5
FKID098605,-1
FKID098606,-1
FKID098607,5
FKID098608,5
FKID098609,5
FKID098610,5
FKID098611,5
FKID098612,5
FKID098613,5
FKID098616,-1
FKID098619,-1
FKID098621,-1
FKID098625,3
FKID098628,2
FKID098629,-1
FKID098630,2
FKID098631,2
FKID098632,2
FKID098633,-1
FKID098634,-1
FKID098635,-1
FKID098636,5
FKID098637,-1
FKID098639,-1
FKID098640,-1
FKID098642,3
FKID098644,6
FKID098645,-1
FKID098646,-1
FKID098652,6
FKID098664,-1
FKID098665,3
FKID098666,-1
FKID098668,3
FKID098669,-1
FKID098670,-1
FKID098674,3
FKID098675,6
FKID098676,6
FKID098677,5
FKID098678,-1
FKID098679,-1
FKID098681,-1
FKID098684,3
FKID098692,6
FKID098693,-1
FKID098694,-1
FKID098695,-1
FKID098696,-1
FKID098697,-1
FKID098698,-1
FKID098699,2
FKID098700,-1
FKID098701,2
FKID098702,6
FKID098703,-1
FKID098704,3
FKID098705,6
FKID098707,3
FKID098708,3
FKID098711,3
FKID098716,6
FKID098723,6
FKID098724,-1
FKID098725,-1
FKID098726,-1
FKID098728,-1
FKID098729,-1
FKID098730,-1
FKID098731,-1
FKID098736,6
FKID098737,6
FKID098741,-1
FKID098742,6
FKID098746,-1
FKID098752,6
FKID098756,6
FKID098759,-1
FKID098761,-1
FKID098762,-1
FKID098764,-1
FKID098765,6
FKID098766,6
FKID098767,6
FKID098776,2
FKID098780,2
FKID098787,2
FKID098789,2
FKID098791,-1
FKID098792,-1
FKID098794,-1
FKID098795,-1
FKID098796,-1
FKID098797,-1
FKID098798,3
FKID098799,-1
FKID098800,-1
FKID098803,-1
FKID098804,-1
FKID098805,-1
FKID098806,-1
FKID098809,-1
FKID098810,-1
FKID098811,-1
FKID098814,2
FKID098816,-1
FKID098817,-1
FKID098818,2
FKID098819,2
FKID098820,-1
FKID098821,-1
FKID098824,2
FKID098825,-1
FKID098826,-1
FKID098827,-1
FKID098828,-1
