id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID020788,12.934434113774492,77.69022520707215,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL9893,CAR,,"[""NO PARKING""]",[113],2024-01-30 00:30:46+00,,2024-01-30 00:39:51.822293+00,FKDEV00016,FKUSR00016,13.0,HAL Old Airport,True,No Junction,,,FKN00GL9893,CAR,rejected,2024-02-04 22:59:32.929+00
FKID064441,12.9654608,77.5849281,"Sri Dharmaraya Swamy Temple Main Road, Halsurpete, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL56500,CAR,,"[""NO PARKING""]",[113],2024-02-23 06:11:46+00,,2024-02-23 06:24:40.394355+00,FKDEV00850,FKUSR00821,12.0,Halasuru Gate,True,BTP079 - Town Hall Junction,,,,,,
FKID014133,12.9709771,77.7122064,"ITPL Main Road, Sterling Brook Side Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL13291,CAR,,"[""NO PARKING""]",[113],2024-01-24 21:22:46+00,,2024-01-24 21:30:25.487822+00,FKDEV01207,FKUSR01154,13.0,HAL Old Airport,True,No Junction,,,FKN00GL13291,CAR,approved,2024-01-27 04:58:11.556+00
FKID101018,12.9515717,77.7174817,"Vibgyor High School Road, Samhita Rainbow MTB Apartment, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL86039,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-03-10 02:23:46+00,,2024-03-10 05:05:20.271302+00,FKDEV01575,FKUSR01488,39.0,Whitefield,True,No Junction,,2024-03-27 02:16:50.773588+00,,,,
FKID078212,12.9782137,77.5786796,"4th Cross Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL67766,SCOOTER,,"[""NO PARKING""]",[113],2024-04-06 19:24:46+00,,2024-04-06 19:34:26.217125+00,FKDEV00003,FKUSR00003,3.0,Upparpet,False,BTP058 - Subbanna Junction,,,,,,
FKID235410,12.9644214,77.5554099,"JJR Main Road, JJR Nagar Circle, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",FKN00GL31433,CAR,,"[""WRONG PARKING""]",[112],2024-01-02 22:03:46+00,,2024-01-02 22:09:06.346838+00,FKDEV00408,FKUSR00404,29.0,Magadi Road,True,No Junction,,,FKN00GL31433,CAR,created1,2024-01-08 05:24:55.521+00
FKID198200,13.0083714,77.54859,"1st Main Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL120338,MOTOR CYCLE,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2023-12-19 04:20:46+00,,2023-12-21 03:41:24.23469+00,FKDEV00428,FKUSR00422,6.0,Rajajinagar,True,BTP023 - Mahalaxmi Layout Entrance,,,FKN00GL120338,MOTOR CYCLE,approved,2023-12-22 02:20:08.341+00
FKID172753,13.0014681,77.5253745,"Dr Rajkumar Puniya Bhoomi Road, Kempegowda Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",FKN00GL142691,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2023-11-21 05:00:46+00,,2023-11-21 08:02:12.346933+00,FKDEV00087,FKUSR00087,6.0,Rajajinagar,True,No Junction,,,FKN00GL142691,CAR,approved,2023-11-21 19:34:25.161+00
FKID144192,12.9929225,77.5525616,"17th Main Road, KPTCL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL120102,CAR,,"[""WRONG PARKING""]",[112],2023-11-21 22:13:46+00,,2023-11-22 21:34:57.921207+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,True,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",,,FKN00GL120102,CAR,approved,2023-11-24 00:22:40.582+00
FKID172467,12.9658432,77.5818435,"EV Lane, Maldarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL142463,SCOOTER,,"[""WRONG PARKING""]",[112],2023-12-08 00:09:46+00,,2023-12-08 02:06:23.321511+00,FKDEV00129,FKUSR00129,12.0,Halasuru Gate,True,"BTP080 - NR Road, SP Road Junction",,,FKN00GL142463,SCOOTER,approved,2023-12-09 01:30:16.101+00
FKID088210,12.9809793,77.6076572,"Main Guard Cross Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL75751,SCOOTER,,"[""NO PARKING""]",[113],2024-03-04 05:55:46+00,,2024-03-04 05:59:25.553178+00,FKDEV00394,FKUSR00390,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,,,,
FKID246215,12.9781033,77.5738209,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL197058,SCOOTER,,"[""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""NO PARKING""]","[112,107,113]",2024-01-13 20:58:46+00,,2024-01-14 00:33:17.828412+00,FKDEV00311,FKUSR00310,3.0,Upparpet,True,BTP045 - Danvanthri Road Junction,,,FKN00GL197059,SCOOTER,approved,2024-01-15 02:52:44.38+00
FKID294706,12.9728245,77.5787249,"Hospital Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL7910,SCOOTER,,"[""NO PARKING""]",[113],2023-11-25 23:40:46+00,,2023-11-25 23:45:46.163228+00,FKDEV01075,FKUSR01024,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,FKN00GL7910,SCOOTER,approved,2023-11-29 05:31:36.837+00
FKID296947,13.0056302,77.6856047,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",FKN00GL201105,SCOOTER,,"[""NO PARKING""]",[113],2023-11-23 06:20:46+00,,2023-11-23 06:56:00.469162+00,FKDEV02510,FKUSR00808,15.0,K.R. Pura,False,No Junction,,,,,,
FKID262486,12.9764335,77.5774628,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL208373,CAR,,"[""NO PARKING""]",[113],2024-01-14 09:11:46+00,,2024-01-14 09:15:32.325398+00,FKDEV00339,FKUSR00115,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL208373,CAR,approved,2024-01-16 00:19:31.75+00
FKID251582,12.9943483,77.610075,"Promenade Road, Sarvanton Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL200732,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-01-15 21:11:46+00,,2024-01-15 21:22:53.856736+00,FKDEV00305,FKUSR00304,14.0,Pulikeshinagar(F.Town),True,No Junction,,,FKN00GL200732,PASSENGER AUTO,approved,2024-01-18 04:28:25.408+00
FKID052182,12.9979918,77.5713715,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL46489,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-02-12 06:21:46+00,,2024-02-12 06:24:11.95677+00,FKDEV00138,FKUSR00138,19.0,Malleshwaram,True,No Junction,,,,,,
FKID007685,12.9954626,77.5714193,"Sri Venkataranga Ayangar Road, Shivanandappa Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL7374,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-02-03 00:21:46+00,,2024-02-03 00:27:49.541438+00,FKDEV00655,FKUSR00635,19.0,Malleshwaram,True,No Junction,,,,,,
FKID088743,13.04727,77.5759624,"Gundappa Road, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",FKN00GL76183,CAR,,"[""WRONG PARKING""]",[112],2024-03-04 20:20:46+00,,2024-03-04 20:22:45.586947+00,FKDEV00643,FKUSR00623,,Kodigehalli,False,No Junction,,,,,,
FKID269825,12.9990769,77.549767,"WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL213516,CAR,,"[""NO PARKING""]",[113],2024-01-29 03:05:46+00,,2024-01-29 03:16:39.41784+00,FKDEV00929,FKUSR00892,6.0,Rajajinagar,True,BTP027 - Modi Bridge Junction,,,FKN00GL213516,CAR,rejected,2024-02-04 02:50:41.885+00
FKID116606,13.0082939,77.5544854,,FKN00GL97768,CAR,,"[""NO PARKING""]",[113],2024-01-28 03:50:46+00,,2024-01-28 03:54:40.024557+00,FKDEV00380,FKUSR00376,19.0,Malleshwaram,True,"BTP001 - 10th Cross, Dr. Rajkumar Road",,,FKN00GL97768,CAR,rejected,2024-02-18 04:10:38.561+00
FKID097689,12.9128867,77.6255767,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL83276,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-03-08 21:01:46+00,,2024-03-08 21:19:35.189807+00,FKDEV00088,FKUSR00088,45.0,HSR Layout,True,No Junction,,2024-03-25 19:32:41.872087+00,,,,
FKID046712,12.9772883,77.575845,"Y Ramachandra Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL41837,CAR,,"[""NO PARKING""]",[113],2024-02-16 22:02:46+00,,2024-02-16 22:06:27.188707+00,FKDEV00944,FKUSR00905,3.0,Upparpet,True,BTP040 - Elite Junction,,,,,,
FKID297843,12.9644074,77.5553393,"JJR Main Road, JJR Nagar Circle, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",FKN00GL232636,MOTOR CYCLE,,"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]","[112,116]",2023-11-28 22:19:46+00,,2023-11-28 22:21:51.851385+00,FKDEV01587,FKUSR01498,29.0,Magadi Road,True,No Junction,,,FKN00GL232636,MOTOR CYCLE,approved,2023-11-30 00:51:24.584+00
FKID200447,12.9760567,77.6202735,"Murphy Road, Prestige Hermitage, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",FKN00GL163806,LGV,,"[""WRONG PARKING""]",[112],2023-12-24 04:07:46+00,,2023-12-24 04:08:23.842664+00,FKDEV00295,FKUSR00294,17.0,Halasur,True,No Junction,,,FKN00GL163806,LGV,rejected,2023-12-24 23:05:14.121+00
FKID132261,12.97006,77.6068237,"Markham Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",FKN00GL110271,CAR,,"[""NO PARKING""]",[113],2023-12-01 01:24:46+00,,2023-12-01 01:46:06.925239+00,FKDEV00446,FKUSR00440,8.0,Ashok Nagar,True,No Junction,,,FKN00GL110271,CAR,approved,2023-12-01 23:29:28.607+00
FKID278704,13.1848713,77.6796001,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL219523,CAR,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2024-03-10 23:21:46+00,,2024-03-10 23:33:06.600001+00,FKDEV01421,FKUSR01350,40.0,Chikkajala,True,No Junction,,2024-03-27 21:05:36.436022+00,FKN00GL219523,CAR,approved,2024-04-01 02:59:05.474+00
FKID001744,13.0001179,77.5712786,"Sri Venkataranga Ayangar Road, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL1743,CAR,,"[""NO PARKING""]",[113],2024-03-15 02:46:46+00,,2024-03-15 03:04:46.777326+00,FKDEV00138,FKUSR00138,19.0,Malleshwaram,True,No Junction,,2024-04-01 21:26:54.415061+00,FKN00GL1743,CAR,approved,2024-04-15 00:20:16.859+00
FKID026936,12.9635151,77.5774486,"Kalasipalyam Main Road, City Market Circle, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL24848,CAR,,"[""WRONG PARKING""]",[112],2024-02-07 04:29:46+00,,2024-02-07 08:28:51.448485+00,FKDEV00397,FKUSR00393,28.0,City Market,True,BTP082 - KR Market Junction,,,,,,
FKID049322,12.9983742,77.5540531,"5th Cross Road, Block 2 Stage 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL44115,CAR,,"[""NO PARKING""]",[113],2024-02-18 02:17:46+00,,2024-02-18 04:06:23.345027+00,FKDEV00163,FKUSR00163,6.0,Rajajinagar,True,BTP008 - Navarang Theatre,,,,,,
FKID173155,12.9934282,77.5715381,"South End Road, Mill Corner Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",FKN00GL143002,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-19 03:33:46+00,,2023-11-21 06:49:03.042155+00,FKDEV00936,FKUSR00898,87.0,Sheshadripuram,True,No Junction,,,FKN00GL143002,SCOOTER,approved,2023-11-21 23:16:17.698+00
FKID023007,13.0054677,77.5692545,"4th Cross Road, Sarangapani, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL21480,CAR,,"[""WRONG PARKING""]",[112],2024-02-06 00:53:46+00,,2024-02-06 03:33:45.635273+00,FKDEV00138,FKUSR00138,19.0,Malleshwaram,True,No Junction,,,,,,
FKID260162,13.122304,77.6309757,"Bagaluru Main Road, Niranthara Layout, Dwarka Nagar, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",FKN00GL206687,SCOOTER,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2024-01-23 07:58:46+00,,2024-01-23 08:30:23.251778+00,FKDEV01320,FKUSR01190,40.0,Chikkajala,True,No Junction,,,FKN00GL206687,SCOOTER,rejected,2024-01-24 21:07:33.494+00
FKID279197,12.8830903,77.5960959,"Bannerghatta Main Road, Vijay Shree Layout, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",FKN00GL219855,CAR,,"[""NO PARKING""]",[113],2024-03-11 02:01:46+00,,2024-03-11 02:03:36.954703+00,FKDEV02529,FKUSR00925,88.0,J.P. Nagar,True,No Junction,,2024-03-27 23:08:34.339488+00,FKN00GL219855,CAR,approved,2024-03-31 08:46:18.63+00
FKID261058,13.0081331,77.6949348,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",FKN00GL207323,SCOOTER,,"[""NO PARKING""]",[113],2024-01-23 20:41:46+00,,2024-01-23 21:46:11.507324+00,FKDEV00143,FKUSR00143,15.0,K.R. Pura,True,No Junction,,,FKN00GL207323,SCOOTER,approved,2024-01-30 01:25:40.961+00
FKID102428,12.9634019,77.580916,"Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL7626,LGV,,"[""WRONG PARKING""]",[112],2024-03-11 20:33:46+00,,2024-03-11 20:44:39.824486+00,FKDEV00773,FKUSR00743,28.0,City Market,True,"BTP080 - NR Road, SP Road Junction",,2024-03-28 17:51:49.123701+00,FKN00GL7626,LGV,rejected,2024-04-03 21:06:56.473+00
FKID164880,12.9752704,77.574811,"Dhanvanthari Road, Gandhinagar, Nehru Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560009, India",FKN00GL136413,MAXI-CAB,,"[""NO PARKING""]",[113],2023-11-13 01:24:46+00,,2023-11-13 01:31:21.421199+00,FKDEV02668,FKUSR00175,3.0,Upparpet,True,BTP045 - Danvanthri Road Junction,,,FKN00GL136413,MAXI-CAB,approved,2023-11-19 01:36:02.48+00
FKID053874,13.0100634,77.554325,"80 Feet Ring Road, Phoenix Kessaku, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL47864,PASSENGER AUTO,,"[""NO PARKING""]",[113],2024-02-19 07:26:46+00,,2024-02-19 08:48:34.978835+00,FKDEV00060,FKUSR00060,19.0,Malleshwaram,True,No Junction,,,,,,
FKID018518,12.9792088,77.5773899,"Vajreshwari Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL17410,CAR,,"[""NO PARKING""]",[113],2024-01-12 22:19:46+00,,2024-01-12 22:40:02.638949+00,FKDEV00488,FKUSR00479,3.0,Upparpet,True,BTP058 - Subbanna Junction,,,FKN00GL17410,CAR,approved,2024-01-15 07:19:48.823+00
FKID064787,12.9731714,77.5790985,"3rd Cross Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL56732,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-02-23 08:05:46+00,,2024-02-23 08:41:41.312453+00,FKDEV00382,FKUSR00379,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,,,,
FKID182470,12.9993937,77.5713449,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL150199,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-23 04:37:46+00,,2023-11-23 04:51:54.813203+00,FKDEV00796,FKUSR00764,19.0,Malleshwaram,True,No Junction,,,FKN00GL150199,SCOOTER,approved,2023-11-23 21:51:50.545+00
FKID156038,12.9912293,77.5886219,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL102806,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-15 02:11:46+00,,2023-11-15 02:16:33.884681+00,FKDEV02616,FKUSR02328,11.0,High ground,True,"BTP033 - Sophia High School, Sankey Road",,,FKN00GL102806,SCOOTER,rejected,2023-11-17 00:15:08.009+00
FKID236430,12.9258149,77.6190639,"1st Cross Road, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL190076,CAR,,"[""NO PARKING""]",[113],2024-01-10 05:36:46+00,,2024-01-10 07:49:25.069962+00,FKDEV00459,FKUSR00453,9.0,Madiwala,True,No Junction,,,FKN00GL190076,CAR,rejected,2024-01-10 21:07:11.658+00
FKID133288,12.9745724,77.5451789,"1st Cross Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL111116,SCOOTER,,"[""NO PARKING""]",[113],2023-12-02 03:25:46+00,,2023-12-02 03:26:27.154024+00,FKDEV01849,FKUSR01725,30.0,Vijayanagara,True,BTP020 - Hosahalli Metro Station,,,FKN00GL111116,SCOOTER,rejected,2023-12-07 05:53:10.375+00
FKID010163,12.9930553,77.5534651,"P&T Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL9608,CAR,,"[""WRONG PARKING""]",[112],2024-01-31 21:29:46+00,,2024-01-31 22:12:16.449093+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,True,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",,,FKN00GL9608,CAR,rejected,2024-02-01 23:46:16.727+00
FKID046456,12.9267985,77.550888,"Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",FKN00GL41605,SCOOTER,,"[""NO PARKING""]",[113],2024-04-02 04:20:46+00,,2024-04-02 04:24:19.757745+00,FKDEV01956,FKUSR01823,23.0,Banashankari,False,BTP155 - Katriguppe Junction,,,,,,
FKID168633,12.9826624,77.6119311,"Veera Pillai Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL139410,CAR,,"[""WRONG PARKING""]",[112],2023-11-20 05:33:46+00,,2023-11-20 05:38:14.204503+00,FKDEV00037,FKUSR00037,16.0,Shivajinagar,True,No Junction,,,FKN00GL139410,CAR,approved,2023-11-20 23:12:42.705+00
FKID251355,13.0636349,77.5900089,"20th Main Road, Govianu Jodidhar Atlantis, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL200572,CAR,,"[""WRONG PARKING""]",[112],2024-01-16 07:16:46+00,,2024-01-16 07:33:56.415773+00,FKDEV00021,FKUSR00021,,Kodigehalli,True,No Junction,,,FKN00GL200572,CAR,approved,2024-01-16 19:50:38.694+00
FKID209212,12.9746717,77.6078783,"Brigade Road, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL170308,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-12-24 07:31:46+00,,2023-12-24 07:32:51.890435+00,FKDEV00656,FKUSR00636,8.0,Ashok Nagar,True,No Junction,,,FKN00GL170308,MOTOR CYCLE,rejected,2023-12-27 02:22:02.419+00
FKID218149,12.9788442,77.5751317,"Subedar Chatram Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL177025,LGV,,"[""WRONG PARKING""]",[112],2024-01-02 06:14:46+00,,2024-01-02 22:06:35.679855+00,FKDEV00020,FKUSR00020,3.0,Upparpet,False,BTP057 - Anand Rao Junction,,,,,,
FKID068377,12.9805882,77.6100185,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL59620,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-02-18 08:12:46+00,,2024-02-18 08:29:32.741612+00,FKDEV00229,FKUSR00229,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,,,,
FKID063648,12.9771736,77.5764296,"6th Main Road, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL55865,SCOOTER,,"[""NO PARKING""]",[113],2024-02-23 02:42:46+00,,2024-02-23 02:44:23.360218+00,FKDEV00382,FKUSR00379,3.0,Upparpet,True,BTP040 - Elite Junction,,,,,,
FKID055140,13.0223783,77.639643,"5th Main Road, Block 2, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",FKN00GL48879,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2024-02-19 21:40:46+00,,2024-02-19 21:42:02.01139+00,FKDEV00489,FKUSR00480,34.0,Banaswadi,True,No Junction,,,,,,
FKID035312,12.9692688,77.5765622,"Old Tharagupete Cross Road, Ganjam Mutt, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL32101,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-31 23:19:46+00,,2024-03-31 23:46:34.656603+00,FKDEV00328,FKUSR00327,28.0,City Market,True,No Junction,,2024-04-18 21:32:01.845781+00,,,,
FKID163261,12.9712015,77.5764473,"AS Char Main Road, Balepete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",FKN00GL135218,PASSENGER AUTO,,"[""NO PARKING""]",[113],2023-11-17 02:27:46+00,,2023-11-17 02:28:46.355739+00,FKDEV00392,FKUSR00388,28.0,City Market,True,BTP043 - Upparpet Junction,,,FKN00GL135218,PASSENGER AUTO,rejected,2023-11-18 01:49:04.827+00
FKID202388,12.9336829,77.6205826,"1st Cross Road, Block 5A, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",FKN00GL165319,CAR,,"[""NO PARKING""]",[113],2023-12-26 05:34:46+00,,2023-12-26 05:39:54.580337+00,FKDEV01639,FKUSR01540,5.0,Adugodi,True,No Junction,,,FKN00GL165319,CAR,rejected,2023-12-26 21:34:13.31+00
FKID148480,12.9801479,77.6136837,"Dickenson Cross Road, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL25105,CAR,,"[""WRONG PARKING""]",[112],2023-11-12 02:51:46+00,,2023-11-12 04:13:08.240454+00,FKDEV00041,FKUSR00041,16.0,Shivajinagar,True,No Junction,,,FKN00GL25105,CAR,approved,2023-11-16 09:25:02.182+00
FKID290647,12.963387,77.5812339,"Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL38224,LGV,,"[""WRONG PARKING""]",[112],2024-03-12 00:41:46+00,,2024-03-12 00:46:43.699704+00,FKDEV00773,FKUSR00743,28.0,City Market,True,"BTP080 - NR Road, SP Road Junction",,2024-03-29 00:28:00.60025+00,FKN00GL38224,LGV,approved,2024-04-04 23:48:22.104+00
FKID046387,12.9768405,77.5780862,"Y Ramachandra Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL41542,CAR,,"[""WRONG PARKING""]",[112],2024-04-02 04:11:46+00,,2024-04-02 04:15:49.440259+00,FKDEV00645,FKUSR00625,3.0,Upparpet,False,BTP044 - Sagar Theatre Junction,,,,,,
FKID161520,12.9649699,77.5385137,"4th Cross Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL133969,CAR,,"[""WRONG PARKING""]",[112],2023-11-16 05:18:46+00,,2023-11-16 05:32:17.258704+00,FKDEV00848,FKUSR00819,30.0,Vijayanagara,True,"BTP016 - 5th Main Road, RPC Layout",,,FKN00GL133969,CAR,approved,2023-11-16 21:27:33.453+00
FKID133169,12.9173212,77.6725719,"Sarjapura Main Road, Purva Whitehall, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL111017,MOTOR CYCLE,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2023-12-02 06:45:46+00,,2023-12-02 06:46:14.090477+00,FKDEV00208,FKUSR00208,82.0,Bellandur,True,No Junction,,,FKN00GL111017,MOTOR CYCLE,rejected,2023-12-07 01:45:35.723+00
FKID264103,12.9503352,77.5224588,"13th Cross Road, BDA Layout, Block 3, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",FKN00GL208238,CAR,,"[""NO PARKING"",""PARKING IN A MAIN ROAD""]","[113,107]",2024-01-20 18:56:46+00,,2024-01-20 20:59:26.644324+00,FKDEV00589,FKUSR00573,26.0,Byatarayanapura,True,No Junction,,,FKN00GL208238,CAR,rejected,2024-01-22 05:01:40.842+00
FKID208045,13.034483,77.5886108,"Bellary Road, Vinayaka Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",FKN00GL169498,SCOOTER,,"[""NO PARKING""]",[113],2023-11-28 07:24:46+00,,2023-11-28 07:25:35.379917+00,FKDEV00112,FKUSR00113,,Kodigehalli,True,No Junction,,,FKN00GL169498,SCOOTER,rejected,2023-11-28 20:18:23.692+00
FKID035965,12.9678412,77.588517,"District Office Road, Hudson Circle, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL32680,MOTOR CYCLE,,"[""NO PARKING""]",[113],2024-04-01 04:19:46+00,,2024-04-01 05:13:15.736905+00,FKDEV01484,FKUSR01407,12.0,Halasuru Gate,False,BTP076 - Hudson Circle,,,,,,
FKID072875,12.982117,77.606973,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL63421,SCOOTER,,"[""WRONG PARKING""]",[112],2024-02-26 06:09:46+00,,2024-02-26 06:21:44.680695+00,FKDEV00012,FKUSR00012,16.0,Shivajinagar,True,BTP051 - Safina Plaza Junction,,,,,,
FKID241908,12.9262911,77.6767069,"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL193862,CAR,,"[""NO PARKING""]",[113],2024-01-09 04:44:46+00,,2024-01-12 21:10:37.449335+00,FKDEV00039,FKUSR00039,82.0,Bellandur,True,No Junction,,,FKN00GL193862,CAR,rejected,2024-01-23 06:15:36.434+00
